[0.0, -0.075]
[1.1632996356842271, -0.05132406893350731]
[1.1644018136193406, -0.0509964098600567]
[1.16550333411792, -0.05066654737313775]
[1.1666041927750261, -0.05033448279185802]
[1.1677043851883684, -0.050000217444130954]
[1.168803906958319, -0.04966375266667092]
[1.169902753687933, -0.04932508980498756]
[1.1710009209829642, -0.04898423021338055]
[1.1720984044518838, -0.04864117525493453]
[1.1731951997058983, -0.04829592630151296]
[1.1742913023589645, -0.04794848473375305]
[1.1753867080278106, -0.047598851941060505]
[1.1764814123319514, -0.04724702932160335]
[1.1775754108937067, -0.04689301828230657]
[1.178668699338218, -0.04653682023884676]
[1.179761273293467, -0.046178436615646204]
[1.1808531283902923, -0.04581786884586734]
[1.181944260262407, -0.0454551183714068]
[1.1830346645464176, -0.04509018664288976]
[1.1841243368818386, -0.04472307511966415]
[1.1852132729111122, -0.0443537852697948]
[1.1863014682796251, -0.04398231857005783]
[1.187388918635726, -0.043608676505934]
[1.1884756196307429, -0.04323286057160385]
[1.1895615669189992, -0.04285487226994087]
[1.1906467561578347, -0.04247471311250547]
[1.1917311830076192, -0.042092384619539645]
[1.1928148431317709, -0.04170788831996026]
[1.1938977321967748, -0.041321225751353496]
[1.1949798458721992, -0.040932398459967885]
[1.196061179830713, -0.040541408000708885]
[1.1971417297481033, -0.04014825593713238]
[1.1982214913032925, -0.03975294384143831]
[1.1993004601783555, -0.03935547329446445]
[1.2003786320585375, -0.03895584588568033]
[1.2014560026322707, -0.03855406321318071]
[1.2025325675911904, -0.03815012688367915]
[1.2036083226301564, -0.037744038512500994]
[1.2046832634472648, -0.03733579972357848]
[1.2057573857438686, -0.03692541214944265]
[1.2068306852245942, -0.0365128774312177]
[1.2079031575973582, -0.03609819721861413]
[1.2089747985733843, -0.035681373169922155]
[1.210045603867222, -0.03526240695200522]
[1.211115569196762, -0.03484130024029287]
[1.212184690283254, -0.0344180547187749]
[1.2132529628513238, -0.033992672079993895]
[1.2143203826289901, -0.03356515402503885]
[1.2153869453476827, -0.03313550226353743]
[1.2164526467422585, -0.03270371851365087]
[1.2175174825510182, -0.03226980450206599]
[1.2185814485157243, -0.03183376196398797]
[1.219644540381618, -0.031395592643134136]
[1.2207067538974357, -0.03095529829172699]
[1.2217680848154262, -0.030512880670486537]
[1.222828528891368, -0.03006834154862406]
[1.2238880818845863, -0.029621682703834154]
[1.2249467395579692, -0.029172905922288578]
[1.226004497677985, -0.028722012998628317]
[1.2270613520146996, -0.02826900573595708]
[1.228117298341794, -0.027813885945833023]
[1.2291723324365789, -0.027356655448263153]
[1.2302264500800135, -0.026897316071694377]
[1.2312796470567218, -0.02643586965300733]
[1.2323319191550097, -0.025972318037508445]
[1.2333832621668814, -0.025506663078923]
[1.2344336718880566, -0.02503890663938705]
[1.2354831441179872, -0.024569050589440734]
[1.2365316746598742, -0.024097096808020295]
[1.237579259320684, -0.02362304718245082]
[1.238625893911166, -0.023146903608438605]
[1.2396715742458682, -0.02266866799006357]
[1.2407162961431561, -0.022188342239771147]
[1.2417600554252264, -0.021705928278365944]
[1.242802847918126, -0.021221428035002647]
[1.2438446694517675, -0.020734843447179175]
[1.244885515859947, -0.020246176460728633]
[1.2459253829803594, -0.01975542902981158]
[1.2469642666546163, -0.019262603116908052]
[1.2480021627282618, -0.018767700692809967]
[1.2490390670507892, -0.018270723736612923]
[1.2500749754756577, -0.01777167423570893]
[1.2511098838603096, -0.017270554185777883]
[1.2521437880661865, -0.01676736559077915]
[1.2531766839587448, -0.01626211046294486]
[1.2542085674074734, -0.0157547908227707]
[1.2552394342859103, -0.015245408699008636]
[1.256269280471658, -0.014733966128658267]
[1.2572981018464024, -0.014220465156958085]
[1.2583258942959243, -0.013704907837379779]
[1.2593526537101238, -0.013187296231616302]
[1.2603783759830267, -0.012667632409577436]
[1.2614030570128107, -0.012145918449378314]
[1.2624266927018157, -0.011622156437332934]
[1.2634492789565615, -0.011096348467945688]
[1.2644708116877654, -0.010568496643902279]
[1.265491286810357, -0.010038603076062032]
[1.2665107002434954, -0.009506669883448808]
[1.2675290479105856, -0.008972699193243158]
[1.2685463257392944, -0.008436693140773286]
[1.2695625296615667, -0.007898653869506745]
[1.270577655613642, -0.0073585835310419154]
[1.2715916995360712, -0.006816484285099421]
[1.272604657373731, -0.0062723582995132]
[1.2736165250758418, -0.0057262077502225565]
[1.2746272985959843, -0.005178034821261918]
[1.2756369738921136, -0.004627841704753962]
[1.2766455469265772, -0.004075630600899956]
[1.2776530136661302, -0.003521403717970827]
[1.2786593700819517, -0.0029651632722985256]
[1.279664612149661, -0.002406911488267383]
[1.2806687358493338, -0.0018466505983046205]
[1.2816717371655182, -0.0012843828428721054]
[1.2826736120872504, -7.201104704570866E-4]
[1.2836743566080708, -1.5383573756287206E-4]
[1.2846739667260407, 4.1443909129947087E-4]
[1.2856724384437577, 9.847117436205509E-4]
[1.2866697677683718, 0.0015569799389024298]
[1.2876659507116015, 0.0021312413886663533]
[1.2886609832897493, 0.0027074937964628133]
[1.2896548615237182, 0.0032857348578806977]
[1.2906475814390275, 0.0038659622605560456]
[1.2916391390658277, 0.004448173684181938]
[1.2926295304389188, 0.005032366800517081]
[1.2936187515977635, 0.005618539273395811]
[1.2946067985865042, 0.0062066887587369024]
[1.2955936674539792, 0.006796812904553121]
[1.2965793542537372, 0.007388909350960489]
[1.2975638550440556, 0.007982975730188514]
[1.298547165887953, 0.008579009666588377]
[1.2995292828532075, 0.009177008776643333]
[1.3005102020123704, 0.009776970668977753]
[1.3014899194427842, 0.010378892944367123]
[1.3024684312265966, 0.010982773195747598]
[1.303445733450776, 0.011588609008225035]
[1.304421822207129, 0.012196397959085345]
[1.305396693592314, 0.012806137617803926]
[1.3063703437078578, 0.013417825546055268]
[1.3073427686601709, 0.014031459297722903]
[1.3083139645605626, 0.014647036418908726]
[1.3092839275252592, 0.015264554447944079]
[1.3102526536754153, 0.015884010915397765]
[1.3112201391371328, 0.016505403344087198]
[1.3121863800414735, 0.01712872924908794]
[1.313151372524478, 0.017753986137743653]
[1.3141151127271782, 0.01838117150967605]
[1.3150775967956143, 0.019010282856795072]
[1.3160388208808491, 0.019641317663308313]
[1.3169987811389845, 0.020274273405732117]
[1.3179574737311763, 0.020909147552900662]
[1.3189148948236498, 0.02154593756597666]
[1.3198710405877145, 0.022184640898461054]
[1.3208259071997812, 0.022825254996204306]
[1.3217794908413738, 0.023467777297414956]
[1.322731787699149, 0.024112205232671102]
[1.3236827939649076, 0.024758536224930027]
[1.3246325058356123, 0.02540676768953915]
[1.325580919513402, 0.026056897034245536]
[1.3265280312056063, 0.026708921659207137]
[1.3274738371247627, 0.02736283895700234]
[1.3284183334886288, 0.028018646312641123]
[1.3293615165202006, 0.028676341103575056]
[1.330303382447725, 0.02933592069970757]
[1.3312439275047168, 0.029997382463405983]
[1.3321831479299722, 0.030660723749509542]
[1.333121039967585, 0.031325941905342235]
[1.3340575998669606, 0.031993034270721976]
[1.3349928238828324, 0.03266199817797224]
[1.335926708275275, 0.033332830951931895]
[1.3368592493097213, 0.034005529909966525]
[1.337790443256975, 0.034680092361978894]
[1.338720286393227, 0.03535651561041965]
[1.3396487750000712, 0.03603479695029819]
[1.3405759053645168, 0.03671493366919355]
[1.3415016737790046, 0.03739692304726481]
[1.3424260765414235, 0.038080762357263154]
[1.3433491099551214, 0.03876644886454102]
[1.344270770328924, 0.03945397982706527]
[1.345191053977146, 0.04014335249542478]
[1.3461099572196094, 0.04083456411284595]
[1.347027476381654, 0.04152761191519886]
[1.347943607794158, 0.04222249313101321]
[1.3488583477935447, 0.042919204981484486]
[1.3497716927218062, 0.04361774468049015]
[1.3506836389265091, 0.044318109434594986]
[1.3515941827608182, 0.04502029644306958]
[1.3525033205835006, 0.04572430289789259]
[1.3534110487589524, 0.04643012598377141]
[1.3543173636572006, 0.04713776287814511]
[1.3552222616539282, 0.04784721075120177]
[1.356125739130483, 0.04855846676588647]
[1.3570277924738927, 0.049271528077913615]
[1.357928418076881, 0.04998639183577848]
[1.3588276123378804, 0.05070305518076833]
[1.3597253716610482, 0.051421515246974026]
[1.3606216924562786, 0.05214176916130134]
[1.3615165711392196, 0.05286381404348231]
[1.3624100041312859, 0.05358764700608765]
[1.363301987859673, 0.05431326515453708]
[1.3641925187573725, 0.05504066558711139]
[1.3650815932631855, 0.055769845394964136]
[1.365969207821737, 0.05650080166213343]
[1.3668553588834906, 0.05723353146555314]
[1.3677400429047624, 0.05796803187506504]
[1.3686232563477347, 0.05870429995343016]
[1.3695049956804715, 0.05944233275634065]
[1.3703852573769302, 0.06018212733243189]
[1.371264037916979, 0.06092368072329373]
[1.372141333786407, 0.06166698996348225]
[1.3730171414769434, 0.06241205208053304]
[1.3738914574862657, 0.06315886409497108]
[1.3747642783180185, 0.06390742302032384]
[1.3756356004818244, 0.06465772586313279]
[1.3765054204932996, 0.06540976962296582]
[1.3773737348740673, 0.06616355129242885]
[1.378240540151772, 0.06691906785717788]
[1.3791058328600925, 0.0676763162959312]
[1.3799696095387561, 0.06843529358048148]
[1.3808318667335535, 0.06919599667570765]
[1.3816926009963508, 0.06995842253958694]
[1.3825518088851059, 0.07072256812320836]
[1.3834094869638784, 0.07148843037078267]
[1.384265631802847, 0.07225600621965624]
[1.3851202399783216, 0.07302529260032276]
[1.3859733080727565, 0.07379628643643542]
[1.3868248326747654, 0.07456898464481963]
[1.3876748103791343, 0.07534338413548489]
[1.3885232377868346, 0.07611948181163745]
[1.389370111505038, 0.07689727456969246]
[1.390215428147129, 0.07767675929928669]
[1.3910591843327194, 0.07845793288329053]
[1.391901376687659, 0.07924079219782056]
[1.3927420018440546, 0.08002533411225306]
[1.393581056440278, 0.08081155548923494]
[1.3944185371209818, 0.08159945318469693]
[1.3952544405371134, 0.08238902404786642]
[1.396088763345927, 0.08318026492127996]
[1.3969215022109975, 0.08397317264079572]
[1.3977526538022345, 0.08476774403560615]
[1.3985822147958944, 0.08556397592825078]
[1.399410181874595, 0.08636186513462889]
[1.4002365517273276, 0.0871614084640122]
[1.4010613210494707, 0.08796260271905726]
[1.4018844865428042, 0.08876544469581983]
[1.4027060449155202, 0.08956993118376522]
[1.4035259928822383, 0.09037605896578305]
[1.404344327164019, 0.09118382481819919]
[1.405161044488374, 0.0919932255107891]
[1.4059761415892826, 0.09280425780679036]
[1.4067896152072026, 0.0936169184629162]
[1.4076014620890842, 0.09443120422936772]
[1.4084116789883834, 0.0952471118498475]
[1.4092202626650734, 0.0960646380615724]
[1.4100272098856592, 0.09688377959528634]
[1.4108325174231897, 0.09770453317527364]
[1.4116361820572718, 0.09852689551937283]
[1.412438200574081, 0.09935086333898824]
[1.4132385697663763, 0.10017643333910417]
[1.4140372864335118, 0.101003602218298]
[1.4148343473814502, 0.10183236666875309]
[1.4156297494227756, 0.10266272337627219]
[1.4164234893767056, 0.10349466902029093]
[1.417215564069105, 0.10432820027389039]
[1.4180059703324974, 0.10516331380381137]
[1.4187947050060778, 0.10600000627046688]
[1.4195817649357276, 0.10683827432795584]
[1.4203671469740238, 0.10767811462407621]
[1.4211508479802542, 0.10851952380033958]
[1.4219328648204281, 0.10936249849198271]
[1.4227131943672908, 0.11020703532798205]
[1.423491833500334, 0.11105313093106742]
[1.4242687791058095, 0.1119007819177346]
[1.4250440280767427, 0.11274998489826095]
[1.4258175773129416, 0.11360073647671487]
[1.4265894237210135, 0.11445303325097507]
[1.427359564214373, 0.115306871812738]
[1.4281279957132595, 0.11616224874753743]
[1.428894715144743, 0.1170191606347521]
[1.429659719442744, 0.11787760404762662]
[1.4304230055480385, 0.11873757555327677]
[1.4311845704082753, 0.11959907171271118]
[1.4319444109779849, 0.12046208908083815]
[1.4327025242185951, 0.12132662420648563]
[1.4334589070984396, 0.12219267363241045]
[1.4342135565927725, 0.1230602338953143]
[1.4349664696837794, 0.123929301525857]
[1.4357176433605898, 0.1247998730486704]
[1.4364670746192891, 0.12567194498237264]
[1.4372147604629302, 0.12654551383958096]
[1.4379606979015467, 0.12742057612692798]
[1.438704883952163, 0.1282971283450729]
[1.439447315638808, 0.12917516698871692]
[1.4401879899925254, 0.13005468854661734]
[1.4409269040513877, 0.1309356895016013]
[1.4416640548605053, 0.13181816633057974]
[1.4423994394720407, 0.13270211550456185]
[1.443133054945219, 0.13358753348866872]
[1.4438648983463405, 0.1344744167421479]
[1.444594966748791, 0.1353627617183874]
[1.4453232572330548, 0.1362525648649294]
[1.4460497668867274, 0.137143822623486]
[1.4467744928045239, 0.13803653142995143]
[1.447497432088293, 0.13893068771441733]
[1.4482185818470286, 0.13982628790118717]
[1.4489379391968804, 0.14072332840879023]
[1.449655501261166, 0.1416218056499959]
[1.4503712651703826, 0.14252171603182837]
[1.4510852280622175, 0.14342305595558047]
[1.4517973870815608, 0.14432582181682857]
[1.4525077393805155, 0.1452300100054466]
[1.4532162821184103, 0.14613561690562085]
[1.4539230124618099, 0.1470426388958636]
[1.4546279275845269, 0.14795107234902968]
[1.455331024667633, 0.14886091363232817]
[1.45603230089947, 0.1497721591073388]
[1.456731753475661, 0.15068480513002583]
[1.457429379599122, 0.15159884805075297]
[1.4581251764800731, 0.15251428421429766]
[1.4588191413360492, 0.15343110995986592]
[1.4595112713919116, 0.15434932162110676]
[1.4602015638798584, 0.1552689155261271]
[1.4608900160394371, 0.15618988799750622]
[1.4615766251175537, 0.15711223535231056]
[1.4622613883684847, 0.15803595390210814]
[1.4629443030538882, 0.15896103995298483]
[1.463625366442815, 0.15988748980555653]
[1.4643045758117186, 0.16081529975498604]
[1.4649819284444667, 0.16174446609099685]
[1.4656574216323524, 0.16267498509788864]
[1.466331052674104, 0.16360685305455167]
[1.4670028188758972, 0.16454006623448156]
[1.4676727175513646, 0.165474620905795]
[1.4683407460216071, 0.16641051333124357]
[1.4690069016152048, 0.16734773976822948]
[1.4696711816682266, 0.1682862964688198]
[1.4703335835242426, 0.1692261796797631]
[1.470994104534333, 0.17016738564250228]
[1.4716527420570997, 0.1711099105931908]
[1.4723094934586767, 0.17205375076270757]
[1.47296435611274, 0.17299890237667204]
[1.4736173274005193, 0.1739453616554593]
[1.4742684047108074, 0.17489312481421496]
[1.4749175854399716, 0.17584218806287066]
[1.4755648669919623, 0.17679254760615884]
[1.476210246778326, 0.17774419964362823]
[1.4768537222182139, 0.17869714036965906]
[1.4774952907383916, 0.17965136597347736]
[1.478134949773252, 0.1806068726391726]
[1.4787726967648231, 0.18156365654570977]
[1.4794085291627792, 0.182521713866947]
[1.4800424444244509, 0.1834810407716497]
[1.4806744400148353, 0.18444163342350658]
[1.4813045134066063, 0.1854034879811444]
[1.4819326620801248, 0.18636660059814392]
[1.4825588835234484, 0.18733096742305463]
[1.4831831752323414, 0.18829658459941073]
[1.4838055347102856, 0.18926344826574626]
[1.484425959468489, 0.19023155455561055]
[1.485044447025897, 0.19120089959758332]
[1.4856609949092017, 0.19217147951529187]
[1.4862756006528517, 0.19314329042742395]
[1.4868882617990624, 0.19411632844774515]
[1.4874989758978252, 0.19509058968511375]
[1.4881077405069179, 0.19606607024349654]
[1.4887145531919144, 0.19704276622198375]
[1.4893194115261943, 0.198020673714807]
[1.4899223130909514, 0.1989997888113502]
[1.490523255475207, 0.19998010759617135]
[1.4911222362758136, 0.2009616261490111]
[1.4917192530974723, 0.2019443405448172]
[1.4923143035527342, 0.20292824685375024]
[1.4929073852620163, 0.20391334114120854]
[1.4934984958536066, 0.20489961946783608]
[1.4940876329636776, 0.20588707788954555]
[1.4946747942362917, 0.20687571245752684]
[1.4952599773234143, 0.20786551921826976]
[1.4958431798849205, 0.20885649421357452]
[1.4964243995886057, 0.2098486334805703]
[1.4970036341101942, 0.2108419330517302]
[1.49758088113335, 0.21183638895488707]
[1.4981561383496842, 0.21283199721325083]
[1.4987294034587653, 0.21382875384542183]
[1.499300674168128, 0.2148266548654086]
[1.4998699481932831, 0.21582569628264336]
[1.5004372232577252, 0.21682587410199788]
[1.5010024970929434, 0.2178271843237995]
[1.5015657674384295, 0.21882962294384703]
[1.5021270320416866, 0.21983318595342707]
[1.5026862886582395, 0.22083786933932958]
[1.503243535051642, 0.2218436690838645]
[1.5037987689934877, 0.2228505811648771]
[1.5043519882634169, 0.2238586015557643]
[1.5049031906491277, 0.22486772622549228]
[1.5054523739463823, 0.22587795113860967]
[1.5059995359590181, 0.22688927225526595]
[1.5065446744989555, 0.22790168553122686]
[1.5070877873862056, 0.22891518691789053]
[1.5076288724488818, 0.229929772362304]
[1.508167927523205, 0.2309454378071789]
[1.508704950453515, 0.23196217919090828]
[1.509239939092278, 0.23297999244758233]
[1.5097728913000943, 0.233998873507005]
[1.510303804945709, 0.23501881829471005]
[1.5108326779060184, 0.2360398227319771]
[1.5113595080660804, 0.23706188273584952]
[1.5118842933191212, 0.23808499421914808]
[1.512407031566545, 0.23910915309048944]
[1.5129277207179412, 0.24013435525430146]
[1.5134463586910942, 0.24116059661084022]
[1.5139629434119906, 0.2421878730562059]
[1.5144774728148278, 0.24321618048235952]
[1.5149899448420223, 0.24424551477713916]
[1.515500357444219, 0.24527587182427651]
[1.516008708580297, 0.24630724750341346]
[1.5165149962173792, 0.24733963769011771]
[1.5170192183308413, 0.24837303825590154]
[1.5175213729043184, 0.24940744506823537]
[1.5180214579297135, 0.2504428539905661]
[1.5185194714072063, 0.25147926088233324]
[1.5190154113452594, 0.2525166615989854]
[1.5195092757606286, 0.253555051991997]
[1.5200010626783684, 0.25459442790888487]
[1.5204907701318424, 0.2556347851932246]
[1.5209783961627292, 0.25667611968466736]
[1.521463938821031, 0.2577184272189565]
[1.5219473961650811, 0.2587617036279443]
[1.5224287662615525, 0.2598059447396081]
[1.5229080471854646, 0.2608511463780686]
[1.5233852370201912, 0.2618973043636043]
[1.523860333857469, 0.26294441451266953]
[1.5243333357974036, 0.2639924726379111]
[1.5248042409484786, 0.2650414745481847]
[1.5252730474275622, 0.2660914160485722]
[1.525739753359915, 0.2671422929403979]
[1.526204356879199, 0.26819410102124513]
[1.5266668561274814, 0.26924683608497435]
[1.5271272492552461, 0.27030049392173805]
[1.5275855344213987, 0.2713550703179992]
[1.5280417097932741, 0.27241056105654693]
[1.5284957735466447, 0.27346696191651515]
[1.5289477238657272, 0.27452426867339697]
[1.5293975589431894, 0.27558247709906336]
[1.5298452769801578, 0.27664158296177943]
[1.530290876186226, 0.2777015820262216]
[1.5307343547794594, 0.2787624700534942]
[1.531175710986404, 0.279824242801147]
[1.5316149430420936, 0.2808868960231914]
[1.5320520491900556, 0.28195042547011817]
[1.5324870276823201, 0.2830148268889137]
[1.532919876779424, 0.28408009602307743]
[1.5333505947504211, 0.28514622861263966]
[1.5337791798728864, 0.28621322039417646]
[1.5342056304329246, 0.28728106710083]
[1.534629944725176, 0.28834976446232047]
[1.5350521210528247, 0.2894193082049701]
[1.5354721577276031, 0.2904896940517126]
[1.535890053069801, 0.291560917722118]
[1.536305805408271, 0.29263297493240226]
[1.5367194130804356, 0.2937058613954515]
[1.5371308744322933, 0.2947795728208322]
[1.537540187818426, 0.2958541049148156]
[1.5379473516020052, 0.29692945338038657]
[1.538352364154799, 0.29800561391727093]
[1.5387552238571773, 0.2990825822219416]
[1.53915592909812, 0.3001603539876457]
[1.5395544782752215, 0.30123892490441334]
[1.5399508697947002, 0.3023182906590829]
[1.5403451020714, 0.30339844693531026]
[1.540737173528803, 0.3044793894135938]
[1.541127082599029, 0.30556111377128437]
[1.5415148277228476, 0.3066436156826095]
[1.5419004073496803, 0.3077268908186835]
[1.5422838199376099, 0.30881093484753386]
[1.5426650639533828, 0.30989574343410653]
[1.54304413787242, 0.3109813122402964]
[1.5434210401788186, 0.31206763692495465]
[1.5437957693653617, 0.3131547131439106]
[1.544168323933521, 0.3142425365499881]
[1.5445387023934654, 0.31533110279302345]
[1.5449069032640654, 0.3164204075198818]
[1.5452729250729003, 0.31751044637447545]
[1.545636766356263, 0.3186012149977811]
[1.5459984256591652, 0.31969270902785674]
[1.546357901535346, 0.32078492409985926]
[1.5467151925472753, 0.32187785584606354]
[1.5470702972661596, 0.32297149989587703]
[1.5474232142719497, 0.32406585187585935]
[1.5477739421533432, 0.3251609074097388]
[1.5481224795077928, 0.32625666211843035]
[1.5484688249415113, 0.3273531116200532]
[1.5488129770694765, 0.3284502515299479]
[1.5491549345154376, 0.329548077460694]
[1.5494946959119194, 0.33064658502212785]
[1.5498322599002292, 0.33174576982136]
[1.5501676251304621, 0.33284562746279256]
[1.5505007902615047, 0.33394615354813667]
[1.550831753961043, 0.3350473436764318]
[1.5511605149055654, 0.3361491934440604]
[1.5514870717803702, 0.3372516984447676]
[1.5518114232795683, 0.3383548542696784]
[1.5521335681060915, 0.3394586565073149]
[1.5524535049716937, 0.3405631007436143]
[1.5527712325969605, 0.34166818256194675]
[1.5530867497113112, 0.3427738975431325]
[1.553400055053005, 0.34388024126545963]
[1.5537111473691456, 0.34498720930470234]
[1.554020025415687, 0.34609479723413744]
[1.5543266879574382, 0.3472030006245643]
[1.5546311337680667, 0.3483118150443196]
[1.554933361630106, 0.34942123605929715]
[1.5552333703349581, 0.350531259232965]
[1.5555311586829, 0.35164188012638303]
[1.5558267254830875, 0.35275309429822105]
[1.55612006955356, 0.35386489730477627]
[1.556411189721246, 0.3549772846999912]
[1.5567000848219676, 0.3560902520354714]
[1.5569867537004438, 0.3572037948605032]
[1.5572711952102969, 0.3583179087220717]
[1.557553408214056, 0.3594325891648779]
[1.557833391583163, 0.3605478317313585]
[1.5581111441979745, 0.361663631961701]
[1.5583866649477687, 0.3627799853938628]
[1.5586599527307483, 0.3638968875635897]
[1.5589310064540465, 0.36501433400443284]
[1.5591998250337291, 0.3661323202477667]
[1.559466407394802, 0.3672508418228074]
[1.559730752471212, 0.36836989425663014]
[1.5599928592058532, 0.3694894730741871]
[1.5602527265505712, 0.37060957379832576]
[1.5605103534661662, 0.37173019194980583]
[1.5607657389223977, 0.3728513230473194]
[1.56101888189799, 0.37397296260750573]
[1.5612697813806335, 0.3750951061449714]
[1.5615184363669907, 0.37621774917230744]
[1.5617648458627003, 0.37734088720010767]
[1.5620090088823795, 0.37846451573698614]
[1.5622509244496308, 0.37958863028959555]
[1.5624905915970422, 0.38071322636264504]
[1.5627280093661944, 0.38183829945891806]
[1.5629631768076628, 0.38296384507929065]
[1.5631960929810218, 0.38408985872274903]
[1.5634267569548486, 0.38521633588640747]
[1.5636551678067268, 0.38634327206552804]
[1.5638813246232504, 0.3874706627535358]
[1.5641052265000266, 0.38859850344203817]
[1.564326872541681, 0.38972678962084517]
[1.5645462618618589, 0.39085551677798164]
[1.5647633935832315, 0.39198468039971307]
[1.5649782668374965, 0.3931142759705556]
[1.565190880765385, 0.3942442989733019]
[1.5654012345166615, 0.3953747448890313]
[1.5656093272501292, 0.39650560919713623]
[1.5658151581336341, 0.3976368873753312]
[1.5660187263440657, 0.39876857489968115]
[1.5662200310673629, 0.3999006672446088]
[1.566419071498516, 0.4010331598829223]
[1.5666158468415692, 0.40216604828582514]
[1.566810356309626, 0.40329932792294215]
[1.5670025991248506, 0.40443299426232954]
[1.5671925745184712, 0.4055670427705013]
[1.5673802817307838, 0.40670146891243886]
[1.567565720011154, 0.40783626815161783]
[1.5677488886180213, 0.4089714359500176]
[1.5679297868189017, 0.4101069677681478]
[1.5681084138903902, 0.41124285906505775]
[1.568284769118164, 0.4123791052983649]
[1.5684588517969853, 0.4135157019242616]
[1.5686306612307042, 0.41465264439754335]
[1.5688001967322611, 0.4157899281716202]
[1.5689674576236907, 0.4169275486985381]
[1.5691324432361224, 0.4180655014289962]
[1.5692951529097854, 0.4192037818123654]
[1.56945558599401, 0.42034238529670614]
[1.569613741847231, 0.4214813073287868]
[1.5697696198369877, 0.422620543354102]
[1.5699232193399313, 0.42376008881689003]
[1.5700745397418232, 0.4248999391601536]
[1.5702235804375382, 0.4260400898256744]
[1.570370340831069, 0.4271805362540336]
[1.5705148203355261, 0.4283212738846299]
[1.5706570183731419, 0.42946229815569736]
[1.570796934375271, 0.4306036045043237]
[1.5709345677823958, 0.4317451883664687]
[1.571069918044125, 0.4328870451769824]
[1.5712029846191982, 0.43402917036962335]
[1.571333766975487, 0.43517155937707663]
[1.571462264589998, 0.43631420763097206]
[1.5715884769488746, 0.43745711056190434]
[1.571712403547398, 0.4386002635994479]
[1.5718340438899905, 0.43974366217217775]
[1.571953397490217, 0.440887301707687]
[1.572070463870787, 0.4420311776326049]
[1.5721852425635567, 0.44317528537261575]
[1.5722977331095307, 0.4443196203524766]
[1.5724079350588633, 0.4454641779960359]
[1.5725158479708614, 0.44660895372625153]
[1.572621471413985, 0.4477539429652094]
[1.5727248049658507, 0.44889914113414153]
[1.5728258482132307, 0.45004454365344393]
[1.5729246007520579, 0.451190145942697]
[1.5730210621874239, 0.45233594342068073]
[1.5731152321335835, 0.453481931505395]
[1.5732071102139547, 0.4546281056140774]
[1.57329669606112, 0.45577446116322184]
[1.5733839893168304, 0.4569209935685965]
[1.5734689896320024, 0.4580676982452624]
[1.5735516966667233, 0.45921457060759147]
[1.5736321100902506, 0.4603616060692853]
[1.5737102295810146, 0.4615088000433932]
[1.573786054826618, 0.4626561479423305]
[1.573859585523839, 0.4638036451778966]
[1.573930821378631, 0.464951287161295]
[1.5739997621061244, 0.4660990693031492]
[1.5740664074306279, 0.46724698701352235]
[1.5741307570856296, 0.46839503570193586]
[1.5741928108137972, 0.4695432107773869]
[1.574252568366981, 0.4706915076483677]
[1.5743100295062125, 0.47183992172288297]
[1.5743651940017067, 0.47298844840846915]
[1.574418061632863, 0.4741370831122121]
[1.5744686321882655, 0.47528582124076574]
[1.574516905465685, 0.47643465820036995]
[1.574562881272078, 0.47758358939687096]
[1.5746065594235892, 0.47873261023573643]
[1.574647939745552, 0.47988171612207636]
[1.574687022072487, 0.48103090246066027]
[1.574723806248106, 0.4821801646559363]
[1.5747582921253107, 0.48332949811204906]
[1.574790479566193, 0.4844788982328582]
[1.5748203684420368, 0.4856283604219569]
[1.5748479586333173, 0.4867778800826899]
[1.5748732500297031, 0.4879274526181724]
[1.5748962425300541, 0.48907707343130785]
[1.5749169360424249, 0.49022673792480637]
[1.5749353304840623, 0.49137644150120485]
[1.574951425781408, 0.4925261795628824]
[1.5749652218700971, 0.49367594751208066]
[1.5749767186949604, 0.4948257407509213]
[1.5749859162100215, 0.4959755546814268]
[1.5749928143785006, 0.4971253847055334]
[1.574997413172812, 0.4982752262251172]
[1.5749997125745654, 0.49942507464200403]
[1.5749997125745654, 0.5005749253579962]
[1.574997413172812, 0.5017247737748826]
[1.5749928143785006, 0.5028746152944669]
[1.5749859162100215, 0.5040244453185729]
[1.5749767186949604, 0.5051742592490784]
[1.5749652218700971, 0.506324052487919]
[1.574951425781408, 0.5074738204371179]
[1.5749353304840623, 0.5086235584987948]
[1.5749169360424249, 0.5097732620751939]
[1.5748962425300541, 0.5109229265686924]
[1.5748732500297031, 0.5120725473818284]
[1.5748479586333173, 0.5132221199173104]
[1.5748203684420368, 0.5143716395780439]
[1.574790479566193, 0.5155211017671414]
[1.5747582921253107, 0.516670501887951]
[1.574723806248106, 0.5178198353440634]
[1.574687022072487, 0.51896909753934]
[1.574647939745552, 0.5201182838779235]
[1.5746065594235892, 0.5212673897642632]
[1.574562881272078, 0.5224164106031287]
[1.574516905465685, 0.5235653417996298]
[1.5744686321882655, 0.5247141787592345]
[1.574418061632863, 0.5258629168877882]
[1.5743651940017067, 0.5270115515915311]
[1.5743100295062125, 0.5281600782771166]
[1.574252568366981, 0.529308492351632]
[1.5741928108137972, 0.5304567892226127]
[1.5741307570856296, 0.5316049642980639]
[1.5740664074306279, 0.5327530129864773]
[1.5739997621061244, 0.5339009306968505]
[1.573930821378631, 0.5350487128387048]
[1.573859585523839, 0.5361963548221033]
