[0.0, 0.0]
[1.499298096359824, 0.5264841645414023]
[1.4992441365961995, 0.5274825776504903]
[1.4991881803744591, 0.5284808808578064]
[1.499130227918369, 0.5294790701711743]
[1.499070279459679, 0.5304771415988737]
[1.499008335238121, 0.531475091149655]
[1.4989443955014072, 0.5324729148327563]
[1.49887846050523, 0.5334706086579191]
[1.4988105305132615, 0.5344681686354043]
[1.4987406057971506, 0.5354655907760076]
[1.498668686636524, 0.5364628710910759]
[1.498594773318983, 0.5374600055925246]
[1.4985188661401048, 0.5384569902928503]
[1.498440965403439, 0.5394538212051498]
[1.4983610714205073, 0.5404504943431345]
[1.4982791845108034, 0.541447005721147]
[1.4981953050017893, 0.5424433513541762]
[1.4981094332288962, 0.5434395272578746]
[1.4980215695355223, 0.5444355294485728]
[1.4979317142730306, 0.5454313539432963]
[1.497839867800749, 0.5464269967597815]
[1.497746030485968, 0.5474224539164908]
[1.4976502027039398, 0.5484177214326288]
[1.4975523848378756, 0.54941279532816]
[1.4974525772789453, 0.5504076716238215]
[1.4973507804262753, 0.5514023463411415]
[1.497246994686948, 0.5523968155024538]
[1.4971412204759982, 0.5533910751309146]
[1.4970334582164129, 0.5543851212505178]
[1.4969237083391287, 0.5553789498861109]
[1.4968119712830321, 0.5563725570634118]
[1.4966982474949548, 0.5573659388090234]
[1.4965825374296737, 0.5583590911504502]
[1.4964648415499096, 0.5593520101161139]
[1.496345160326323, 0.5603446917353705]
[1.4962234942375146, 0.5613371320385238]
[1.4960998437700228, 0.5623293270568434]
[1.4959742094183208, 0.5633212728225792]
[1.4958465916848158, 0.5643129653689786]
[1.4957169910798462, 0.565304400730301]
[1.4955854081216793, 0.5662955749418345]
[1.4954518433365112, 0.5672864840399116]
[1.4953162972584615, 0.5682771240619248]
[1.495178770429574, 0.5692674910463427]
[1.4950392633998135, 0.570257581032726]
[1.494897776727063, 0.5712473900617422]
[1.4947543109771222, 0.5722369141751841]
[1.4946088667237054, 0.5732261494159823]
[1.4944614445484385, 0.574215091828223]
[1.494312045040857, 0.5752037374571635]
[1.4941606687984035, 0.5761920823492481]
[1.4940073164264263, 0.5771801225521234]
[1.4938519885381751, 0.5781678541146547]
[1.493694685754801, 0.5791552730869414]
[1.4935354087053512, 0.580142375520333]
[1.4933741580267683, 0.5811291574674446]
[1.4932109343638882, 0.5821156149821733]
[1.4930457383694353, 0.5831017441197132]
[1.4928785707040226, 0.5840875409365723]
[1.4927094320361471, 0.5850730014905865]
[1.4925383230421876, 0.5860581218409372]
[1.4923652444064026, 0.5870428980481661]
[1.492190196820927, 0.5880273261741901]
[1.4920131809857688, 0.5890114022823205]
[1.491834197608808, 0.589995122437273]
[1.4916532474057924, 0.5909784827051904]
[1.4914703311003348, 0.5919614791536507]
[1.49128544942391, 0.592944107851691]
[1.4910986031158533, 0.5939263648698145]
[1.4909097929233555, 0.5949082462800157]
[1.4907190196014617, 0.5958897481557867]
[1.4905262839130666, 0.5968708665721405]
[1.4903315866289135, 0.5978515976056208]
[1.4901349285275884, 0.5988319373343236]
[1.4899363103955205, 0.5998118818379063]
[1.4897357330269754, 0.6007914271976101]
[1.4895331972240544, 0.6017705694962692]
[1.4893287037966907, 0.6027493048183327]
[1.4891222535626452, 0.6037276292498741]
[1.4889138473475048, 0.6047055388786132]
[1.4887034859846782, 0.6056830297939249]
[1.4884911703153914, 0.6066600980868632]
[1.4882769011886876, 0.6076367398501672]
[1.4880606794614204, 0.608612951178286]
[1.4878425059982523, 0.6095887281673861]
[1.4876223816716503, 0.6105640669153742]
[1.4874003073618836, 0.6115389635219077]
[1.4871762839570184, 0.6125134140884125]
[1.486950312352916, 0.6134874147180983]
[1.4867223934532279, 0.6144609615159741]
[1.4864925281693933, 0.6154340505888629]
[1.4862607174206341, 0.61640667804542]
[1.4860269621339535, 0.6173788399961452]
[1.485791263244129, 0.6183505325534001]
[1.485553621693712, 0.6193217518314234]
[1.4853140384330212, 0.6202924939463468]
[1.485072514420142, 0.6212627550162096]
[1.4848290506209185, 0.6222325311609754]
[1.4845836480089538, 0.6232018185025465]
[1.484336307565603, 0.62417061316478]
[1.4840870302799718, 0.6251389112735034]
[1.4838358171489097, 0.6261067089565295]
[1.4835826691770087, 0.6270740023436725]
[1.4833275873765979, 0.6280407875667641]
[1.4830705727677391, 0.6290070607596667]
[1.4828116263782247, 0.6299728180582911]
[1.4825507492435706, 0.6309380556006109]
[1.4822879424070148, 0.6319027695266785]
[1.4820232069195114, 0.6328669559786395]
[1.4817565438397282, 0.6338306111007498]
[1.4814879542340398, 0.6347937310393894]
[1.481217439176526, 0.6357563119430788]
[1.4809449997489663, 0.6367183499624937]
[1.4806706370408353, 0.6376798412504808]
[1.4803943521492988, 0.6386407819620742]
[1.4801161461792098, 0.6396011682545086]
[1.4798360202431031, 0.640560996287236]
[1.4795539754611915, 0.6415202622219409]
[1.4792700129613614, 0.642478962222556]
[1.4789841338791678, 0.6434370924552765]
[1.47869633935783, 0.6443946490885766]
[1.4784066305482277, 0.645351628293224]
[1.4781150086088948, 0.6463080262422959]
[1.4778214747060168, 0.6472638391111935]
[1.4775260300134236, 0.6482190630776575]
[1.4772286757125885, 0.6491736943217843]
[1.4769294129926187, 0.6501277290260404]
[1.4766282430502546, 0.6510811633752777]
[1.4763251670898634, 0.6520339935567486]
[1.4760201863234348, 0.6529862157601222]
[1.475713301970574, 0.653937826177498]
[1.4754045152585005, 0.6548888210034228]
[1.47509382742204, 0.6558391964349048]
[1.474781239703622, 0.6567889486714291]
[1.4744667533532718, 0.6577380739149732]
[1.4741503696286091, 0.6586865683700215]
[1.4738320897948396, 0.6596344282435813]
[1.4735119151247527, 0.6605816497451967]
[1.473189846898714, 0.6615282290869666]
[1.4728658864046624, 0.6624741624835558]
[1.4725400349381035, 0.6634194461522132]
[1.4722122938021043, 0.6643640763127855]
[1.4718826643072893, 0.6653080491877332]
[1.4715511477718344, 0.666251361002145]
[1.4712177455214612, 0.6671940079837533]
[1.4708824588894327, 0.6681359863629489]
[1.470545289216547, 0.6690772923727963]
[1.470206237851133, 0.6700179222490494]
[1.4698653061490439, 0.6709578722301648]
[1.4695224954736523, 0.6718971385573194]
[1.469177807195845, 0.672835717474423]
[1.468831242694017, 0.6737736052281343]
[1.4684828033540673, 0.6747107980678766]
[1.4681324905693904, 0.6756472922458515]
[1.4677803057408743, 0.6765830840170549]
[1.4674262502768922, 0.677518169639291]
[1.4670703255932984, 0.6784525453731896]
[1.4667125331134223, 0.6793862074822162]
[1.4663528742680616, 0.6803191522326939]
[1.4659913504954794, 0.6812513758938101]
[1.4656279632413942, 0.6821828747376409]
[1.465262713958978, 0.6831136450391563]
[1.4648956041088488, 0.6840436830762429]
[1.464526635159065, 0.6849729851297128]
[1.4641558085851185, 0.6859015474833245]
[1.4637831258699316, 0.6868293664237912]
[1.4634085885038468, 0.6877564382408025]
[1.463032197984626, 0.6886827592270317]
[1.4626539558174394, 0.6896083256781588]
[1.462273863514864, 0.6905331338928772]
[1.4618919225968727, 0.6914571801729164]
[1.4615081345908343, 0.6923804608230483]
[1.4611225010315008, 0.6933029721511119]
[1.460735023461007, 0.6942247104680176]
[1.46034570342886, 0.6951456720877712]
[1.4599545424919367, 0.6960658533274807]
[1.4595615422144737, 0.6969852505073784]
[1.4591667041680643, 0.6979038599508285]
[1.4587700299316508, 0.6988216779843487]
[1.4583715210915185, 0.6997387009376193]
[1.4579711792412882, 0.7006549251435008]
[1.4575690059819122, 0.7015703469380478]
[1.4571650029216656, 0.7024849626605234]
[1.456759171676141, 0.7033987686534152]
[1.4563515138682424, 0.7043117612624478]
[1.4559420311281772, 0.7052239368365989]
[1.4555307250934515, 0.7061352917281132]
[1.4551175974088622, 0.7070458222925178]
[1.454702649726491, 0.7079555248886358]
[1.4542858837056978, 0.7088643958786015]
[1.453867301013114, 0.7097724316278747]
[1.4534469033226356, 0.7106796285052555]
[1.4530246923154166, 0.7115859828828982]
[1.452600669679863, 0.7124914911363267]
[1.4521748371116248, 0.7133961496444476]
[1.45174719631359, 0.7142999547895675]
[1.451317748995878, 0.7152029029574039]
[1.4508864968758317, 0.7161049905371013]
[1.450453441678012, 0.7170062139212466]
[1.4500185851341898, 0.717906569505882]
[1.4495819289833403, 0.7188060536905202]
[1.449143474971634, 0.7197046628781583]
[1.4487032248524319, 0.7206023934752929]
[1.4482611803862773, 0.7214992418919336]
[1.4478173433408892, 0.7223952045416183]
[1.4473717154911547, 0.7232902778414264]
[1.4469242986191222, 0.7241844582119946]
[1.4464750945139953, 0.7250777420775301]
[1.446024104972123, 0.7259701258658245]
[1.4455713317969958, 0.7268616060082699]
[1.4451167767992361, 0.727752178939871]
[1.4446604417965918, 0.7286418410992611]
[1.4442023286139292, 0.7295305889287154]
[1.443742439083225, 0.7304184188741654]
[1.4432807750435601, 0.7313053273852133]
[1.4428173383411111, 0.732191310915146]
[1.4423521308291434, 0.7330763659209495]
[1.4418851543680047, 0.7339604888633224]
[1.4414164108251148, 0.734843676206692]
[1.4409459020749615, 0.7357259244192254]
[1.440473629999092, 0.736607229972846]
[1.439999596486103, 0.7374875893432468]
[1.4395238034316369, 0.7383669990099044]
[1.439046252738372, 0.7392454554560934]
[1.4385669463160147, 0.7401229551689004]
[1.4380858860812937, 0.7409994946392374]
[1.4376030739579497, 0.7418750703618572]
[1.4371185118767298, 0.7427496788353658]
[1.4366322017753796, 0.7436233165622375]
[1.4361441455986343, 0.7444959800488284]
[1.4356543452982118, 0.7453676658053915]
[1.4351628028328047, 0.7462383703460885]
[1.4346695201680726, 0.7471080901890056]
[1.4341744992766332, 0.7479768218561662]
[1.4336777421380569, 0.748844561873546]
[1.4331792507388559, 0.749711306771086]
[1.4326790270724783, 0.7505770530827067]
[1.4321770731392993, 0.7514417973463217]
[1.4316733909466133, 0.7523055361038521]
[1.4311679825086265, 0.7531682659012396]
[1.4306608498464475, 0.7540299832884609]
[1.4301519949880799, 0.7548906848195417]
[1.4296414199684153, 0.7557503670525693]
[1.4291291268292232, 0.7566090265497075]
[1.4286151176191442, 0.7574666598772102]
[1.428099394393682, 0.7583232636054343]
[1.4275819592151933, 0.7591788343088548]
[1.4270628141528816, 0.7600333685660771]
[1.4265419612827883, 0.7608868629598512]
[1.426019402687784, 0.7617393140770868]
[1.4254951404575602, 0.7625907185088633]
[1.424969176688621, 0.763441072850449]
[1.4244415134842765, 0.7642903737013073]
[1.4239121529546306, 0.7651386176651187]
[1.4233810972165761, 0.7659858013497866]
[1.422848348393784, 0.7668319213674577]
[1.4223139086166974, 0.7676769743345286]
[1.421777780022519, 0.7685209568716669]
[1.4212399647552079, 0.7693638656038171]
[1.4207004649654655, 0.7702056971602212]
[1.4201592828107317, 0.7710464481744257]
[1.4196164204551722, 0.7718861152843008]
[1.4190718800696738, 0.7727246951320487]
[1.4185256638318315, 0.7735621843642224]
[1.4179777739259438, 0.7743985796317332]
[1.4174282125430004, 0.77523387758987]
[1.4168769818806777, 0.7760680748983068]
[1.4163240841433244, 0.7769011682211221]
[1.4157695215419586, 0.7777331542268062]
[1.4152132962942532, 0.7785640295882806]
[1.4146554106245337, 0.7793937909829053]
[1.4140958667637618, 0.7802224350924973]
[1.4135346669495326, 0.7810499586033404]
[1.412971813426062, 0.7818763582061996]
[1.4124073084441806, 0.7827016305963346]
[1.4118411542613212, 0.7835257724735135]
[1.4112733531415134, 0.7843487805420241]
[1.410703907355371, 0.7851706515106889]
[1.4101328191800868, 0.7859913820928774]
[1.4095600908994201, 0.7868109690065196]
[1.4089857248036892, 0.7876294089741188]
[1.4084097231897623, 0.7884466987227652]
[1.4078320883610478, 0.7892628349841484]
[1.4072528226274845, 0.7900778144945709]
[1.4066719283055342, 0.790891633994961]
[1.4060894077181716, 0.7917042902308854]
[1.4055052631948732, 0.7925157799525636]
[1.404919497071611, 0.7933260999148792]
[1.4043321116908407, 0.7941352468773939]
[1.4037431094014947, 0.7949432176043598]
[1.4031524925589698, 0.7957500088647332]
[1.4025602635251204, 0.7965556174321868]
[1.4019664246682475, 0.7973600400851231]
[1.4013709783630903, 0.7981632736066866]
[1.4007739269908148, 0.7989653147847773]
[1.4001752729390073, 0.7997661604120635]
[1.3995750186016622, 0.8005658072859942]
[1.3989731663791733, 0.8013642522088121]
[1.3983697186783244, 0.802161491987567]
[1.39776467791228, 0.8029575234341276]
[1.397158046500575, 0.8037523433651947]
[1.3965498268691043, 0.804545948602314]
[1.3959400214501159, 0.8053383359718883]
[1.3953286326821974, 0.8061295023051914]
[1.3947156630102695, 0.8069194444383793]
[1.3941011148855742, 0.8077081592125038]
[1.3934849907656652, 0.8084956434735249]
[1.3928672931144006, 0.8092818940723232]
[1.3922480244019282, 0.8100669078647128]
[1.3916271871046808, 0.8108506817114535]
[1.391004783705362, 0.8116332124782643]
[1.39038081669294, 0.8124144970358345]
[1.3897552885626336, 0.8131945322598371]
[1.389128201815907, 0.8139733150309413]
[1.3884995589604554, 0.8147508422348246]
[1.3878693625101979, 0.8155271107621859]
[1.3872376149852652, 0.8163021175087568]
[1.3866043189119919, 0.8170758593753156]
[1.3859694768229045, 0.8178483332676977]
[1.3853330912567121, 0.8186195360968099]
[1.3846951647582963, 0.8193894647786417]
[1.3840556998787004, 0.8201581162342783]
[1.3834146991751197, 0.8209254873899117]
[1.382772165210892, 0.8216915751768542]
[1.382128100555485, 0.8224563765315502]
[1.3814825077844897, 0.8232198883955887]
[1.380835389479606, 0.8239821077157147]
[1.380186748228635, 0.8247430314438425]
[1.3795365866254687, 0.8255026565370674]
[1.3788849072700782, 0.8262609799576777]
[1.3782317127685038, 0.8270179986731679]
[1.3775770057328462, 0.8277737096562479]
[1.376920788781252, 0.8285281098848603]
[1.3762630645379093, 0.8292811963421859]
[1.3756038356330305, 0.8300329660166624]
[1.3749431047028484, 0.8307834159019901]
[1.374280874389599, 0.8315325429971504]
[1.3736171473415169, 0.8322803443064115]
[1.37295192621282, 0.8330268168393458]
[1.3722852136637036, 0.8337719576108371]
[1.3716170123603242, 0.8345157636410976]
[1.370947324974794, 0.835258231955674]
[1.3702761541851665, 0.8359993595854656]
[1.3696035026754287, 0.8367391435667295]
[1.3689293731354868, 0.8374775809411003]
[1.3682537682611602, 0.8382146687555934]
[1.3675766907541658, 0.8389504040626244]
[1.3668981433221117, 0.8396847839200149]
[1.3662181286784816, 0.8404178053910092]
[1.3655366495426298, 0.8411494655442814]
[1.3648537086397627, 0.8418797614539519]
[1.364169308700937, 0.8426086901995941]
[1.3634834524630406, 0.8433362488662515]
[1.362796142668787, 0.8440624345444433]
[1.3621073820667002, 0.8447872443301824]
[1.3614171734111093, 0.8455106753249805]
[1.3607255194621304, 0.8462327246358671]
[1.3600324229856624, 0.8469533893753928]
[1.3593378867533707, 0.8476726666616486]
[1.3586419135426795, 0.848390553618271]
[1.357944506136758, 0.8491070473744585]
[1.3572456673245128, 0.8498221450649793]
[1.3565453999005725, 0.8505358438301862]
[1.3558437066652809, 0.8512481408160242]
[1.3551405904246805, 0.8519590331740461]
[1.3544360539905078, 0.8526685180614195]
[1.3537301001801756, 0.8533765926409428]
[1.3530227318167676, 0.8540832540810517]
[1.3523139517290206, 0.8547884995558358]
[1.351603762751321, 0.8554923262450441]
[1.3508921677236854, 0.8561947313341018]
[1.3501791694917566, 0.856895712014117]
[1.3494647709067857, 0.8575952654818959]
[1.348748974825627, 0.8582933889399501]
[1.3480317841107192, 0.8589900795965115]
[1.3473132016300824, 0.8596853346655403]
[1.3465932302572992, 0.8603791513667386]
[1.3458718728715084, 0.8610715269255598]
[1.3451491323573892, 0.8617624585732209]
[1.344425011605154, 0.8624519435467128]
[1.3436995135105334, 0.8631399790888117]
[1.342972640974767, 0.8638265624480895]
[1.3422443969045896, 0.864511690878926]
[1.3415147842122215, 0.865195361641519]
[1.3407838058153556, 0.8658775720018951]
[1.3400514646371469, 0.8665583192319214]
[1.3393177636061993, 0.867237600609316]
[1.3385827056565547, 0.8679154134176588]
[1.3378462937276823, 0.8685917549464023]
[1.3371085307644648, 0.8692666224908826]
[1.3363694197171876, 0.8699400133523306]
[1.3356289635415275, 0.8706119248378821]
[1.3348871651985408, 0.8712823542605889]
[1.33414402765465, 0.8719512989394292]
[1.3333995538816334, 0.8726187561993193]
[1.332653746856614, 0.873284723371123]
[1.3319066095620444, 0.8739491977916635]
[1.3311581449856986, 0.8746121768037326]
[1.3304083561206574, 0.8752736577561031]
[1.3296572459652976, 0.8759336380035382]
[1.32890481752328, 0.8765921149068018]
[1.3281510738035371, 0.8772490858326704]
[1.3273960178202608, 0.8779045481539426]
[1.326639652592891, 0.8785584992494496]
[1.3258819811461031, 0.879210936504066]
[1.3251230065097965, 0.8798618573087206]
[1.3243627317190811, 0.880511259060406]
[1.3236011598142672, 0.8811591391621891]
[1.322838293840851, 0.8818054950232231]
[1.3220741368495044, 0.8824503240587551]
[1.321308691896062, 0.8830936236901387]
[1.3205419620415084, 0.8837353913448435]
[1.3197739503519674, 0.8843756244564651]
[1.3190046598986878, 0.8850143204647363]
[1.3182340937580324, 0.8856514768155359]
[1.3174622550114656, 0.8862870909609005]
[1.3166891467455417, 0.8869211603590335]
[1.31591477205189, 0.8875536824743154]
[1.3151391340272052, 0.8881846547773149]
[1.3143622357732347, 0.8888140747447978]
[1.313584080396764, 0.8894419398597381]
[1.3128046710096068, 0.8900682476113271]
[1.312024010728592, 0.8906929954949837]
[1.3112421026755485, 0.8913161810123666]
[1.3104589499772985, 0.891937801671379]
[1.3096745557656375, 0.8925578549861856]
[1.3088889231773293, 0.8931763384772153]
[1.3081020553540874, 0.893793249671178]
[1.3073139554425675, 0.8944085861010683]
[1.3065246265943489, 0.8950223453061801]
[1.3057340719659287, 0.8956345248321136]
[1.3049422947187037, 0.8962451222307868]
[1.304149298018962, 0.8968541350604434]
[1.303355085037865, 0.8974615608856656]
[1.3025596589514419, 0.8980673972773796]
[1.301763022940569, 0.8986716418128704]
[1.300965180190965, 0.899274292075786]
[1.3001661338931705, 0.8998753456561522]
[1.2993658872425429, 0.9004748001503778]
[1.298564443439236, 0.9010726531612685]
[1.2977618056881945, 0.9016689022980319]
[1.2969579771991344, 0.9022635451762916]
[1.2961529611865363, 0.9028565794180927]
[1.2953467608696265, 0.9034480026519149]
[1.2945393794723714, 0.9040378125126787]
[1.2937308202234559, 0.9046260066417579]
[1.2929210863562794, 0.9052125826869855]
[1.2921101811089348, 0.9057975383026681]
[1.2912981077242023, 0.9063808711495892]
[1.2904848694495308, 0.9069625788950245]
[1.2896704695370307, 0.9075426592127458]
[1.288854911243454, 0.9081211097830353]
[1.2880381978301887, 0.9086979282926904]
[1.287220332563239, 0.909273112435037]
[1.2864013187132177, 0.9098466599099349]
[1.2855811595553288, 0.9104185684237907]
[1.2847598583693587, 0.9109888356895633]
[1.2839374184396573, 0.9115574594267769]
[1.2831138430551323, 0.9121244373615255]
[1.2822891355092279, 0.9126897672264878]
[1.2814632990999197, 0.9132534467609302]
[1.2806363371296947, 0.9138154737107209]
[1.2798082529055428, 0.9143758458283348]
[1.27897904973894, 0.914934560872866]
[1.2781487309458388, 0.9154916166100339]
[1.2773172998466515, 0.9160470108121945]
[1.27648475976624, 0.9166007412583475]
[1.2756511140338989, 0.9171528057341464]
[1.2748163659833467, 0.9177032020319059]
[1.2739805189527083, 0.9182519279506128]
[1.2731435762845031, 0.9187989812959337]
[1.2723055413256334, 0.9193443598802228]
[1.2714664174273684, 0.9198880615225321]
[1.270626207945333, 0.9204300840486196]
[1.2697849162394919, 0.9209704252909584]
[1.2689425456741388, 0.9215090830887441]
[1.2680990996178807, 0.9220460552879054]
[1.2672545814436267, 0.9225813397411107]
[1.266408994528572, 0.9231149343077781]
[1.265562342254186, 0.9236468368540837]
[1.2647146280061992, 0.9241770452529694]
[1.2638658551745883, 0.924705557384152]
[1.2630160271535624, 0.9252323711341325]
[1.2621651473415518, 0.9257574843962022]
[1.261313219141192, 0.9262808950704541]
[1.2604602459593108, 0.9268026010637883]
[1.2596062312069158, 0.927322600289923]
[1.2587511782991792, 0.9278408906694011]
[1.2578950906554238, 0.9283574701295995]
[1.2570379716991122, 0.9288723366047366]
[1.2561798248578295, 0.9293854880358811]
[1.2553206535632724, 0.9298969223709603]
[1.254460461251234, 0.9304066375647676]
[1.2535992513615895, 0.9309146315789721]
[1.252737027338285, 0.931420902382125]
[1.2518737926293204, 0.9319254479496689]
[1.2510095506867387, 0.9324282662639453]
[1.25014430496661, 0.9329293553142031]
[1.249278058929019, 0.9334287130966066]
[1.2484108160380503, 0.9339263376142428]
[1.2475425797617745, 0.934422226877131]
[1.2466733535722354, 0.9349163789022287]
[1.2458031409454349, 0.9354087917134409]
[1.24493194536132, 0.935899463341628]
[1.2440597703037688, 0.9363883918246126]
[1.243186619260575, 0.9368755752071888]
[1.2423124957234364, 0.937361011541129]
[1.2414374031879394, 0.937844698885192]
[1.2405613451535458, 0.9383266353051303]
[1.2396843251235774, 0.9388068188736991]
[1.238806346605204, 0.9392852476706623]
[1.2379274131094278, 0.9397619197828021]
[1.2370475281510702, 0.9402368333039246]
[1.2361666952487573, 0.9407099863348692]
[1.2352849179249061, 0.9411813769835148]
[1.2344021997057106, 0.9416510033647881]
[1.2335185441211256, 0.9421188636006723]
[1.2326339547048577, 0.9425849558202111]
[1.231748434994344, 0.9430492781595206]
[1.2308619885307457, 0.9435118287617927]
[1.2299746188589267, 0.9439726057773061]
[1.2290863295274455, 0.9444316073634307]
[1.2281971240885354, 0.9448888316846372]
[1.2273070060980968, 0.9453442769125026]
[1.2264159791156752, 0.9457979412257196]
[1.2255240467044552, 0.9462498228101013]
[1.2246312124312384, 0.9466999198585913]
[1.223737479866437, 0.9471482305712677]
[1.2228428525840507, 0.947594753155355]
[1.2219473341616616, 0.9480394858252248]
[1.2210509281804116, 0.9484824268024095]
[1.2201536382249956, 0.9489235743156041]
[1.2192554678836403, 0.9493629266006776]
[1.2183564207480957, 0.9498004819006763]
[1.217456500413615, 0.9502362384658342]
[1.2165557104789468, 0.9506701945535766]
[1.215654054546314, 0.9511023484285306]
[1.2147515362214059, 0.9515326983625286]
[1.2138481591133554, 0.9519612426346191]
[1.2129439268347366, 0.9523879795310684]
[1.212038843001537, 0.9528129073453734]
[1.2111329112331533, 0.9532360243782629]
[1.2102261351523707, 0.9536573289377095]
[1.2093185183853534, 0.9540768193389313]
[1.2084100645616243, 0.9544944939044031]
[1.2075007773140571, 0.9549103509638598]
[1.206590660278855, 0.9553243888543054]
[1.2056797170955427, 0.9557366059200179]
[1.2047679514069447, 0.9561470005125575]
[1.2038553668591798, 0.9565555709907713]
[1.2029419671016357, 0.9569623157208027]
[1.2020277557869654, 0.9573672330760943]
[1.2011127365710625, 0.9577703214373978]
[1.2001969131130554, 0.9581715791927777]
[1.199280289075286, 0.9585710047376201]
[1.1983628681232994, 0.9589685964746374]
[1.1974446539258257, 0.9593643528138757]
[1.1965256501547694, 0.9597582721727204]
[1.1956058604851898, 0.9601503529759033]
[1.194685288595292, 0.960540593655508]
[1.1937639381664065, 0.9609289926509778]
[1.1928418128829794, 0.9613155484091187]
[1.191918916432553, 0.9617002593841104]
[1.190995252505755, 0.962083124037508]
[1.1900708247962823, 0.9624641408382503]
[1.1891456370008857, 0.962843308262666]
[1.1882196928193556, 0.963220624794479]
[1.1872929959545069, 0.9635960889248152]
[1.1863655501121655, 0.9639696991522075]
[1.1854373590011509, 0.9643414539826035]
[1.1845084263332641, 0.9647113519293696]
[1.183578755823271, 0.9650793915132982]
[1.1826483511888892, 0.9654455712626132]
[1.1817172161507692, 0.9658098897129758]
[1.1807853544324856, 0.9661723454074904]
[1.1798527697605168, 0.9665329368967109]
[1.178919465864234, 0.9668916627386457]
[1.1779854464758825, 0.9672485214987638]
[1.177050715330571, 0.9676035117500007]
[1.1761152761662528, 0.9679566320727643]
[1.1751791327237133, 0.9683078810549398]
[1.174242288746554, 0.968657257291896]
[1.1733047479811785, 0.9690047593864908]
[1.1723665141767758, 0.9693503859490767]
[1.1714275910853074, 0.9696941355975064]
[1.1704879824614898, 0.9700360069571382]
[1.169547692062782, 0.9703759986608416]
[1.1686067236493696, 0.9707141093490029]
[1.1676650809841487, 0.9710503376695305]
[1.1667227678327123, 0.9713846822778606]
[1.165779787963335, 0.9717171418369612]
[1.164836145146956, 0.9720477150173398]
[1.1638918431571674, 0.9723764004970469]
[1.1629468857701963, 0.972703196961682]
[1.1620012767648913, 0.9730281031043981]
[1.161055019922706, 0.9733511176259086]
[1.1601081190276858, 0.9736722392344904]
[1.1591605778664504, 0.9739914666459909]
[1.1582124002281806, 0.9743087985838319]
[1.1572635899046022, 0.974624233779015]
[1.1563141506899715, 0.9749377709701271]
[1.1553640863810595, 0.9752494089033449]
[1.1544134007771365, 0.9755591463324403]
[1.1534620976799579, 0.9758669820187854]
[1.1525101808937483, 0.9761729147313569]
[1.1515576542251862, 0.9764769432467418]
[1.1506045214833893, 0.9767790663491418]
[1.1496507864798993, 0.9770792828303777]
[1.148696453028665, 0.977377591489896]
[1.147741524946029, 0.9776739911347716]
[1.1467860060507127, 0.9779684805797136]
[1.1458299001637988, 0.9782610586470702]
[1.1448732111087192, 0.9785517241668329]
[1.1439159427112349, 0.9788404759766415]
[1.1429580987994272, 0.9791273129217882]
[1.1419996832036754, 0.9794122338552238]
[1.1410406997566485, 0.9796952376375598]
[1.1400811522932828, 0.9799763231370753]
[1.1391210446507734, 0.9802554892297198]
[1.1381603806685516, 0.9805327347991194]
[1.137199164188278, 0.9808080587365794]
[1.1362373990538186, 0.9810814599410901]
[1.1352750891112366, 0.9813529373193302]
[1.1343122382087711, 0.9816224897856726]
[1.1333488501968274, 0.9818901162621869]
[1.1323849289279557, 0.9821558156786457]
[1.1314204782568416, 0.9824195869725265]
[1.1304555020402844, 0.9826814290890186]
[1.1294900041371891, 0.982941340981025]
[1.1285239884085427, 0.9831993216091687]
[1.1275574587174069, 0.9834553699417942]
[1.1265904189288944, 0.9837094849549749]
[1.1256228729101627, 0.9839616656325139]
[1.1246548245303887, 0.9842119109659508]
[1.123686277660763, 0.9844602199545642]
[1.122717236174465, 0.9847065916053757]
[1.1217477039466566, 0.9849510249331547]
[1.1207776848544582, 0.9851935189604217]
[1.1198071827769405, 0.9854340727174524]
[1.1188362015951019, 0.9856726852422817]
[1.1178647451918609, 0.9859093555807067]
[1.1168928174520327, 0.9861440827862927]
[1.115920422262321, 0.9863768659203738]
[1.114947563511294, 0.9866077040520598]
[1.1139742450893788, 0.9868365962582375]
[1.113000470888837, 0.9870635416235761]
[1.1120262448037554, 0.9872885392405295]
[1.111051570730025, 0.9875115882093412]
[1.1100764525653322, 0.9877326876380464]
[1.1091008942091345, 0.9879518366424777]
[1.108124899562655, 0.988169034346266]
[1.1071484725288563, 0.9883842798808464]
[1.1061716170124343, 0.9885975723854601]
[1.1051943369197954, 0.988808911007159]
[1.104216636159047, 0.9890182949008072]
[1.103238518639975, 0.9892257232290873]
[1.1022599882740343, 0.9894311951625013]
[1.10128104897433, 0.9896347098793745]
[1.1003017046556036, 0.9898362665658599]
[1.0993219592342147, 0.9900358644159394]
[1.0983418166281276, 0.9902335026314295]
[1.0973612807568955, 0.990429180421982]
[1.0963803555416427, 0.9906228970050894]
[1.0953990449050526, 0.9908146516060863]
[1.094417352771348, 0.9910044434581532]
[1.093435283066278, 0.9911922718023204]
[1.0924528397171016, 0.9913781358874689]
[1.091470026652572, 0.9915620349703358]
[1.0904868478029213, 0.9917439683155158]
[1.0895033070998437, 0.9919239351954641]
[1.0885194084764804, 0.9921019348905001]
[1.0875351558674047, 0.99227796668881]
[1.0865505532086042, 0.9924520298864495]
[1.085565604437468, 0.9926241237873464]
[1.0845803134927678, 0.9927942477033038]
[1.0835946843146442, 0.9929624009540028]
